Long,Lat,Name,Place ID,Materials
-46.5813928,-23.5366132,Coleta de Pilhas - Carrefour Tatuapé,ChIJgS6aUNpezpQROUhz2vJmSIg,pilhas;baterias
-46.5987414,-23.5214448,Coleta de Pilhas - Carrefour Tiête,ChIJt00tO89YzpQRekOiNwENJZo,pilhas;baterias
-46.6100962,-23.4786781,Coleta de Pilhas - Carrefour Tucuruvi,ChIJkYJ41mz2zpQRxCFe0pt_0QM,pilhas;baterias
-46.7304932,-23.5414721,Coleta de Pilhas - Carrefour Villalobos,ChIJXyqkHqH4zpQRKAtbSlPrBk4,pilhas;baterias
-46.5213465,-23.5225994,Coleta de Pilhas - Carrefour SHP,ChIJqw38BSRezpQR_mU_9VSOXao,pilhas;baterias
-46.5602858,-23.5625151,Coleta de Pilhas - Carrefour TTE,ChIJP5XPhClczpQR9sUkODA1Ur0,pilhas;baterias
-46.639442,-23.602551,Coleta de Pilhas - COMPANHIA BRASILEIRA DE DISTRIBUICAO - PÃO DE AÇUCAR,ChIJkSXphcFbzpQRy7lMgxNrkZw,pilhas;baterias
-46.669723,-23.6240883,Coleta de Pilhas - Eletrolar Assistência Técnica, ChIJQb-IN3ZazpQRQvT5WA648L4,pilhas;baterias
-46.6366937,-23.6058818,Coleta de Pilhas - Eletrônicas Assai,ChIJbVF1_jVazpQR-d7hb7wo1JM,pilhas;baterias
-46.6548702,-23.5732761,Coleta de Pilhas - GPA SEDE,ChIJ1W7f7cFZzpQRo75Xm8Hsius,pilhas;baterias
-46.5846235,-23.5356235,Coleta de Pilhas - Panafax Videoeletronica,ChIJidZVS9dezpQRw4u36M9leUs,pilhas;baterias
-46.5897856,-23.5587978,Coleta de Pilhas - Panatec Audio Video,ChIJQXyTODhZzpQRgr6yWuQOaqw,pilhas;baterias
-46.6930499,-23.6546937,Coleta de Pilhas - Walmart Washington Luís,ChIJhVpTJENQzpQR4lITy19Uy5U,pilhas;baterias
-46.6069509,-23.5137361,Coleta de Pilhas - Walmart Vila Guilherme,ChIJvYQyJFNYzpQReptQaK6QTvM,pilhas;baterias
-46.7304815,-23.5369874,Coleta de Pilhas - Walmart Vila Leopoldina,ChIJI3tlp6P4zpQRw9ETtvzeTNE,pilhas;baterias
-46.7235979,-23.5864154,Coleta de Pilhas - Walmart Morumbi,ChIJnSjvuvFWzpQRJhwMAxEtIsU,pilhas;baterias
-46.6446522,-23.6292353,Coleta de Pilhas - Walmart Indianopolis,ChIJR5S3OPZazpQRYlMV7o3t1yc,pilhas;baterias
-46.5856465,-23.5936152,Coleta de Pilhas - Walmart Central Plaza,ChIJYXbXi3FczpQR01uC2cnve0M,pilhas;baterias
-46.507836,-23.564303,Coleta de Pilhas - Walmart Aricanduva,ChIJ__8Plm5nzpQRPHCuS_jX2I4,pilhas;baterias
-46.6576349,-23.5218523,Coleta de Pilhas - Walmart São Paulo ,ChIJ990pyw5YzpQRJSWuJP6Zvww,pilhas;baterias
-46.833529,-23.5916746,Coleta de Pilhas - Walmart Raposo Tavares,ChIJa1RSNrGqz5QRGh6M2fDZ-Xk,pilhas;baterias
-46.4498863,-23.4938549,Coleta de Pilhas - Sérgio Massagi Ikenaga,ChIJYU1WHnBhzpQRfhZTAZ8HrdE,pilhas;baterias
-46.6497352,-23.5316312,Coleta de Pilhas - Philips Still Vox ,ChIJOdWRF2tYzpQRXGxSFFz_aDA,pilhas;baterias
-46.6716916,-23.5224525,Coleta de Pilhas - Sitel do Brasil,ChIJUYVLvppZzpQRl-bes5e6FPM,pilhas;baterias
-46.6835047,-23.5391578,Coleta de Pilhas - Rovel Eletrica, ChIJb9ns4-5XzpQRqfO7MZf5uGk,pilhas;baterias
-46.542817,-23.5231042,Coleta de Pilhas - Penhatec Service,ChIJOybBV05ezpQRHh9a0zxWgVY,pilhas;baterias
-46.5552208,-23.5481026,Coleta de Pilhas - Partner Comercio e Assis. Técnica,ChIJi5N4JYhezpQRVjFEjD6BZ30,pilhas;baterias
-46.6468897,-23.5663325,Coleta de Pilhas - Extra Brigadeiro,ChIJ_RTiFblZzpQRiEvFnOtXJ3M,pilhas;baterias
-46.726905,-23.518449,Coleta de Pilhas - Extra Anhaguera, ChIJtePoe-n4zpQRfkJMSBkEiGQ,pilhas;baterias
