x,y,gid,Name,description
"-46,611276","-23,617246",214,PEV - Praça Maria Mahmoud Amad,"Materiais recicláveis: metal, papel, plástico e vidro. Pca Maria Mahamond Ref: R Dom Macario Em Frente Ao N 85 - Jardim Previdência."
"-46,6089387","-23,6159476",215,PEV - Posto de Gasolina Shell,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Pres. Tancredo Neves, 1600 - Vila Nancy."
"-46,3903708","-23,513215",216,PEV - CEU Parque Veredas,"Materiais recicláveis: metal, papel, plástico e vidro. R Daniel Muller Ref: R. Junco Florido - Itaim Paulista."
"-46,4291378","-23,5068068",217,PEV - Parque Chico Mendes,"Materiais recicláveis: metal, papel, plástico e vidro. R. Cembira, 1201 - Vila Curuca."
"-46,39953","-23,5232707",218,PEV - Parque Chácara das Flores,"Materiais recicláveis: metal, papel, plástico e vidro. Estrada Dom João Nery, 3551 - Jardim Bartira, São Paulo."
"-46,3747423","-23,501673",219,PEV - Parque Santa Amélia,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Timóteo Correia de Góes, 30 - Parque Santa Amélia."
"-46,4986083","-23,5524545",220,PEV - CDC Raul A. Marques,"Materiais recicláveis: metal, papel, plástico e vidro.  R. Bernardino Franchesi, 250 - Jardim Fernandes."
"-46,4693695","-23,5706208",221,PEV - Parque do Carmo,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Afonso de Sampaio e Sousa, 951."
"-46,4432523","-23,5529784",222,PEV - Parque Raul Seixas,"Materiais recicláveis: metal, papel, plástico e vidro. R. Murmúrios da Tarde, 211- Jardim Bonifácio."
"-46,455736","-23,5206478",223,PEV - Escola Estadual Lina da Costa Couto Profa,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Jacu-Pêssego Nova Trabalhadores, 1400 - VL Jacui."
"-46,4472914","-23,557305",224,PEV - Colégio da Policia Militar,"Materiais recicláveis: metal, papel, plástico e vidro. R. São Teodoro, 1452 - Vila Carmosina."
"-46,4318494","-23,5403488",225,PEV - Estação José Bonifácio ,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Nagib Farah Maluf, 1616 - Conj. Res. José Bonifácio."
"-46,4603417","-23,5437756",226,PEV - Secretária Municipal do Verde e Meio Ambiente,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Itaquera, 7655 - Vila Carmosina."
"-46,4464196","-23,5565481",227,PEV - Posto de Gasolina Petrobras ,"Materiais recicláveis: metal, papel, plástico e vidro. R. São Teodoro, 1540 - Vila Carmosina."
"-46,4986083","-23,5524545",228,PEV - CDC Raul A. Marques,"Materiais recicláveis: metal, papel, plástico e vidro.  R. Bernardino Franchesi, 250 - Jardim Fernandes."
"-46,4923616","-23,604281",229,PEV - Parque do Jardim Sapopemba,"Materiais recicláveis: metal, papel, plástico e vidro. Avenida Jacu Pessêgo - Sapopemba. "
"-46,4386041","-23,4967214",230,PEV - Posto de Gasolina Auto Eblon,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Álvaro Correa Borges, 160 - Vila Dr. Eiras."
"-46,509493","-23,6103382",231,PEV - USB Iaçapé,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Iaçapé, 302 - Parque Santa Madalena."
"-46,5128817","-23,5919281",232,PEV - Centro Educacional D.Luciano Mendes ,"Materiais recicláveis: metal, papel, plástico e vidro. R. Esteban Araciel, 87 - Parque dos Bancários."
"-46,5646076","-23,5906105",233,PEV - Cemitério São Pedro,"Materiais recicláveis: metal, papel, plástico e vidro. Avenida Francisco Falconi, 837 - Vila Alpina."
"-46,5685773","-23,5837231",234,"PEV - CCE Arthur Friedenreich , Clube Escola ","Materiais recicláveis: metal, papel, plástico e vidro. Av. Francisco Falconi, 83 - Jardim Avelino."
"-46,566636","-23,5853555",235,PEV - Parque Profª Lydia Natalizio Diogo,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Jacinto Desidério Coni - Jardim Avelino."
"-46,5612776","-23,5828713",236,PEV - Subprefeitura da Vila Prudente ,"Materiais recicláveis: metal, papel, plástico e vidro. Av. do Oratório, 172 - Vila Prudente."
"-46,6403652","-23,7015438",237,PEV - Parque Doroteia,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Miguel Fleta / Rua Carlos Decourt - Jardim São Jorge. "
"-46,6441082","-23,7048183",238,PEV - CEU CEI Alvarenga,"Materiais recicláveis: metal, papel, plástico e vidro. Estr. do Alvarenga, 3752 - Jardim Pedreira."
"-46,6665422","-23,6735975",239,PEV - Posto de Saúde ,"Materiais recicláveis: metal, papel, plástico e vidros. R. Hermenegildo Martini, S/N - Vila Constança."
"-46,6576374","-23,6663902",240,PEV - Praça Bento Francisco de Morais,"Materiais recicláveis: metal, papel, plástico e vidros. R Itapecerica Da Serra, 39 x Rua Prof. Pedro Matias de Oliveira - Jardim Itacolomi. "
"-46,6751469","-23,6670802",241,PEV - Subprefeitura Cidade Ademar,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Yervant Kissajikian, 416 - Vila Constança. "
"-46,5410358","-23,567338",242,PEV - 8º BPM/M - 4ª Cia ,"Materiais recicláveis: metal, papel, plástico e vidros. Praça Dr. Sampaio Vidal - Vila Formosa."
"-46,5374634","-23,5564886",243,PEV - Auto Posto Alto Da Colina ,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Norberto Mayer, 424 - Vila Carrão."
"-46,5235229","-23,5675815",244,PEV - Base Comunitária Da 1ª Cia Do 19º Bpm ,"Materiais recicláveis: metal, papel, plástico e vidros. Praça Viêira do Couto - Jardim Vila Formosa."
"-46,5313209","-23,5641712",245,PEV - Cemitério Vila Formosa III,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Flôr de Vila Formosa."
"-46,5256188","-23,5746821",246,PEV - Departamento De Obras Subprefeitura AF,"Materiais recicláveis: metal, papel, plástico e vidros. Praça Comendador José Gonzalez - Jardim Vila Formosa."
"-46,5329963","-23,5796116",247,PEV - Força Tática Do 19º Bpm,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Antônio Buono, 439 - Vila Guarani(Zona Leste)"
"-46,535548","-23,5628043",248,PEV - Praça Libéria,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Trumain- Praça Libéria- Vila Formosa"
"-46,5480135","-23,5506973",249,PEV - Subprefeitura Aricanduva / Formosa,"Materiais recicláveis: metal, papel, plástico e vidros. R. Atucuri, 699 - Chácara Santo Antônio."
"-46,7865153","-23,6612757",250,PEV - Alojamento Cl,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Dom Rodrigo Sanches - Capão Redondo. "
"-46,7938097","-23,6862917",251,PEV - Ceu Feitiço Da Vila,"Materiais recicláveis: metal, papel, plástico e vidros. R. Feitiço da Vila, 399 - Chácara Santa Maria."
"-46,7295581","-23,6207962",252,PEV - CEU Paraisópolis,"Materiais recicláveis: metal, papel, plástico e vidros. R. Dr. José Augusto de Souza e Silva, s/n - Jardim Parque Morumbi"
"-46,788379","-23,6465721",253,PEV - Condomínio Paineira,"Materiais recicláveis: metal, papel, plástico e vidros. Rua Francisco Caminhoa, 162 - Jardim Mitsutani"
"-46,7736893","-23,6669844",254,PEV - Condomínio Parque Das Árvores,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Ellis Maas, 970 - Capão Redondo."
"-46,7944702","-23,6641233",255,PEV - Instituto Educacional Teológico Esporte e Cultura Didakê,"Materiais recicláveis: metal, papel, plástico e vidros. Rua da Terra Portucalense, 434 - Jardim Irapiranga."
"-46,7589687","-23,6491886",256,PEV - Metrô Campo Limpo,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Carlos Caldeira Filho, 13500 - Vila Prel. "
"-46,7340585","-23,6439737",257,PEV - Metrô Giovanni Gronchi,"Materiais recicláveis: metal, papel, plástico e vidros. Av João Dias - Santo Amaro."
"-46,7457171","-23,6402517",258,PEV - Metrô Vila das Belezas,"Materiais recicláveis: metal, papel, plástico e vidros. Avenida das Belezas."
"-46,725325","-23,634461",259,PEV - Parque Burle Marx / Fundação Aron Birmann,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Doná Helena Pereira de Morães, 200 - Vila Andrade."
"-46,7516469","-23,6165749",260,PEV - Parque Dos Eucaliptos,"Materiais recicláveis: metal, papel, plástico e vidros. R. Min. Guimarães, 280 - Super Quadra Morumbi."
"-46,7750172","-23,6657553",261,PEV - Parque Santo Dias,"Materiais recicláveis: metal, papel, plástico e vidros. Travessa Jasmim da Beirada, 71 - Conj. Hab. Instituto Adventista."
"-46,7619598","-23,6669275",262,PEV - Pátio Sul,"Materiais recicláveis: metal, papel, plástico e vidros. R. Antônio Ribeiro Pina - Jardim Lidia."
"-46,7757884","-23,6339919",263,PEV - Praça Do Campo Limpo ,"Materiais recicláveis: metal, papel, plástico e vidros. R. Dr. Joviano Pachêco de Aguirre - Jardim Bom Refugio."
"-46,7546104","-23,6227289",264,PEV - Praça Marília,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Anacé- Jardim Umarizal."
"-46,7583847","-23,645443",265,PEV - Subprefeitura Campo Limpo,"Materiais recicláveis: metal, papel, plástico e vidros. R. Nossa Sra. do Bom Conselho."
"-46,7011731","-23,7012931",266,PEV - Autódromo de Interlagos ,"Materiais recicláveis: metal, papel, plástico e vidros. Av Interlagos X Senador Teotônio Vilela 261."
"-46,6971732","-23,7280559",267,PEV - CEU Vila Rubi,"Materiais recicláveis: metal, papel, plástico e vidros. R. Domingos Tarroso, 101 - Vila Rubi"
"-46,7024743","-23,6691173",268,PEV - Magic Condominium Resort,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Eng. Eusébio Stevaux, 800 - Jurubatuba."
"-46,7207585","-23,6672164",269,PEV - Cooperativa Coopercaps (Dicicco),"Materiais recicláveis: metal, papel, plástico e vidros. Av. Guarapiranga, 881 - Vila Socorro"
"-46,7017231","-23,7205314",270,PEV - Coordenadoria De Infraestrutura E Obras,"Materiais recicláveis: metal, papel, plástico e vidros. Subprefeitura Capela do Socorro - R. Cassiano dos Santos, 499 - Jardim Cliper. "
"-46,6885576","-23,7060258",271,PEV - Estação De Trem Cptm (Autódromo) ,"Materiais recicláveis: metal, papel, plástico e vidros. Rua Plinio Schmidt - Interlagos. "
"-46,7147647","-23,6880151",272,PEV - Guarda Civil Metropolitana,"Materiais recicláveis: metal, papel, plástico e vidros. Av. Atlântica, 2450 - Jardim Três Marias"
"-46,6832267","-23,7296709",273,PEV - Parque Guanhembu,"Materiais recicláveis: metal, papel, plástico e vidros. R. Daniel Ribeiro Calado, 40 - Jardim Guanhembu."
"-46,6952395","-23,7530621",274,PEV - Praça Anísio Barbosa da Silva,"Materiais recicláveis: metal, papel, plástico e vidros. Rua Walter Sgarbi, Praça Anísio Barbosa da Silva - Jardim Reimberg."
"-46,6897158","-23,7499398",275,PEV - Pronto Socorro Maria Antonieta,"Materiais recicláveis: metal, papel, plástico e vidros. R. Antônio Felipe Filho, 180 - Grajaú."
"-46,7011575","-23,7210056",276,PEV - Subprefeitura Capela Do Socorro ,"Materiais recicláveis: metal, papel, plástico e vidros. R. Cassiano dos Santos."
"-46,4071309","-23,588583",277,PEV - Batalhão Da Policia Militar,"Materiais recicláveis: metal, papel, plástico e vidros. R. Ernesto Gould, 317 - Cidade Tiradentes."
"-46,3899153","-23,5802076",278,PEV - Centro Cultural ,"Materiais recicláveis: metal, papel, plástico e vidros. R. Inácio Monteiro, 6900,  esquina com Alexandre Davidenko."
"-46,4065423","-23,5941402",279,PEV - CEU Água Azul,"Materiais recicláveis: metal, papel, plástico e vidros. Av. dos Metalúrgicos, 1262 - Cidade Tiradentes."
"-46,3998018","-23,6003997",280,PEV - Clube Escola Cidade Tiradentes,"Materiais recicláveis: metal, papel, plástico e vidros. Av. dos Metalúrgicos, 2255 - Cidade Tiradentes."
"-46,4013007","-23,5717584",281,PEV - Inácio Monteiro ,"Materiais recicláveis: metal, papel, plástico e vidros. R. Cachoeira das Jangadas - Conj. Hab. Inacio Monteiro."
"-46,39306","-23,5937176",282,PEV - Parque Da Consciência Negra,"Materiais recicláveis: metal, papel, plástico e vidros. R. José Francisco Brandão, 320 - Cidade Tiradentes. "
"-46,3997947","-23,573576",283,PEV - Parque do Rodeio ,"Materiais recicláveis: metal, papel, plástico e vidro. R. Igarapé da Bela Aurora, 312 - Conj. Hab. Inacio Monteiro."
"-46,4092099","-23,5842356",284,PEV - Praça Multiuso,"Materiais recicláveis: metal, papel, plástico e vidro. Av. dos Metalúrgicos, 120 - Cidade Tiradentes."
"-46,398903","-23,6086908",285,PEV- Rua Francisco José Viana,"Materiais recicláveis: metal, papel, plástico e vidro. R. Francisco José Viana - Cidade Tiradentes"
"-46,3963845","-23,5860416",286,PEV - Setor G ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Alfonso Asturaro x Rua Luis Carlos Libary."
"-46,3951665","-23,5969997",287,PEV - SUVIS Cidade Tiradentes,"Materiais recicláveis: metal, papel, plástico e vidro. R. Manuel Moscoso, 15 - Cidade Tiradentes."
"-46,407972","-23,5833935",288,PEV - Terminal de Ônibus ,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Naylor de Oliveira."
"-46,4141749","-23,5823368",289,PEV - Unidade De Transporte Interno ,"Materiais recicláveis: metal, papel, plástico e vidro. R. Arroio Triunfo, 120 - Conj. Hab. Santa Etelvina III."
"-46,481197","-23,5231706",290,PEV - Campo Pavão Colorado,"Materiais recicláveis: metal, papel, plástico e vidro. R. Batalha das Canoas - Jardim São Nicolau."
"-46,4938931","-23,4926903",291,PEV- Cdc Areão De Vila Cisper ,"Materiais recicláveis: metal, papel, plástico e vidro. R. Barra de Santa Rosa - Parque Cisper."
"-46,4831946","-23,4963196",292,PEV - Cdc Benedicto Ramos,"Materiais recicláveis: metal, papel, plástico e vidro. R. Dr. Venâncio de Oliveira Lisboa, 242 - Parque Boturussu."
"-46,4826561","-23,4857912",293,PEV - Cdc Ermelino Matarazzo ,"Materiais recicláveis: metal, papel, plástico e vidro. R. Rev. João Euclídes Pereira, 8 - Jardim Matarazzo."
"-46,4818616","-23,5181715",294,PEV - Cdc Flor Da Mocidade Do Burgo Paulista,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Bartolomeo Belland - Burgo Paulista."
"-46,4869377","-23,5180436",295,PEV - Clube Escola Délio De Carvalho,"Materiais recicláveis: metal, papel, plástico e vidro. R. Antônio Pedro Ceará, 18 - Vila São Francisco."
"-46,4726118","-23,5003964",296,PEV - Hospital Municipal Prof Dr Alípio Corrêa Netto - Ermelino Matarazzo,"Materiais recicláveis: metal, papel, plástico e vidro. Alameda Rodrigo de Brum, 1989 - Ermelino Matarazzo."
"-46,4827898","-23,5167797",297,PEV - Secretaria De Segurança Urbana Inspetoria Regional Ermelino Matarazzo,"Materiais recicláveis: metal, papel, plástico e vidro. Estr. de Mogi das Cruzes, 1860 - Vila Rio Branco."
"-46,5052773","-23,511517",298,PEV - Serviço De Assistência Especializada Em Dst/Aids Fidelis Ribeiro,"Materiais recicláveis: metal, papel, plástico e vidro. R. Peixoto, 100 - Penha."
"-46,4915098","-23,4897451",299,PEV - UBS Vila Cisper,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Wenceslau Guimaraes, S/N - No Estacionamento."
"-46,4231281","-23,545641",300,PEV - Av Ribeirão Itaquera ,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Ribeirão Itaquera, 70 - Parque Central."
"-46,4278036","-23,5473305",301,PEV - Ce Guaianases / Cee Gerdy Gomes,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Professora Lucila Cerqueira, 194 - Jardim São Pedro."
"-46,404957","-23,5374074",302,PEV - UBS Vila Chabilândia,"Materiais recicláveis: metal, papel, plástico e vidro. Estr. do Lageado Velho, 76 - Vila Minerva."
"-46,4079921","-23,5488216",303,PEV - Unidade De Áreas Verdes,"Materiais recicláveis: metal, papel, plástico e vidro. R. Otelo Augusto Ribeiro, 582 - Guaianazes."
"-46,5971993","-23,6450691",304,PEV - Anthis Metalúrgica,"Materiais recicláveis: metal, papel, plástico e vidro. R. Prof. Arnaldo João Semeraro, 43 - Jardim Santa Emilia."
"-46,5967991","-23,5878954",305,PEV - CE Vila Independência,"Materiais recicláveis: metal, papel, plástico e vidro. Rua das Municipalidades, 10 - Vila Independência."
"-46,5914706","-23,6226433",306,PEV - Complexo Educacional E Cultural Do Heliópolis ,"Materiais recicláveis: metal, papel, plástico e vidro. Estrada das Lágrimas, 2385 - Vila Heliópolis."
"-46,6124086","-23,6023386",307,PEV - Estação Metrô Alto do Ipiranga,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Dr. Gentil de Moura - Ipiranga."
"-46,6037345","-23,6015134",308,PEV - Estação Sacomã I ,"Materiais recicláveis: metal, papel, plástico e vidro. R. Bom Pastor, 2911-2967 - Ipiranga. "
"-46,6027808","-23,6016762",309,PEV - Metrô - Estação Sacomã II,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Agostinho Gomes, Ipiranga."
"-46,6209957","-23,5963844",310,PEV - Metrô - Estação Santos Imigrantes,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Eng. Guilherme Winter."
"-46,6218365","-23,5950591",311,PEV - Metrô - Estação Santos Imigrantes,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Professor Oswaldo Lacerda Gomes Cardim - Vila Firmiano Pinto."
"-46,589763","-23,5929705",312,PEV - Metrô - Estação Tamanduateí,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Presidente Wilson, 4801 - Vila Independência."
"-46,622829","-23,6180946",313,PEV - Praça Flávio Xavier de Tolêdo,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Ribeiro Lacerda.Praça Flávio Xavier de Tolêdo - Bosque da Saúde."
"-46,5264514","-23,5651753",314,PEV - Cemitério Vila Formosa I,"Materiais recicláveis: metal, papel, plástico e vidros. Av. João XXIII - Vila Formosa."
"-46,6075628","-23,6397092",315,PEV - Praça Prof. Eduardo Manso ,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Padre Arlindo Vieira, 2316 - Jardim Climax."
"-46,589064","-23,6315799",316,PEV - Praça Virgílio Di Cicco ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Abraão Mussa - Jardim Patente Novo. "
"-46,6019976","-23,5842735",317,PEV - Rua Xavier Curado ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Xavier Curado x Rua José Chimenti - Ipiranga."
"-46,6052961","-23,6237869",318,PEV - Vila das Mercês,"Materiais recicláveis: metal, papel, plástico e vidro. R. Italva, 97 - Saúde."
"-46,6205059","-23,650792",319,PEV - Zoológico,"Materiais recicláveis: metal, papel, plástico e vidro. Avenida Miguel Estéfano, 4241 - Água Funda."
"-46,4971304","-23,5553424",320,PEV - 4ª Cia Do 19º Bpm,"Materiais recicláveis: metal, papel, plástico e vidro. R. Manuel Pinheiro de Albuquerque, 28 - Jardim Brasilia."
"-46,4762612","-23,5576819",321,PEV - Alojamento Iq ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Rafael Da Silva E Souza- Cidade Líder."
"-46,4341056","-23,5558536",322,PEV - Cdc Araujo,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Bernardino Prudenti, 194 - Conj. Res. Jose Bonifácio."
"-46,4755156","-23,5547691",323,PEV - Cdc Cidade Líder,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Casimiro Misskiniz, 157 - Cidade Líder."
"-46,4936236","-23,5738457",324,PEV - Cdc União do Morro de Santa Tereza,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Astolfo Marques, 330 - Jardim Santa Terezinha."
"-46,4541757","-23,5588216",325,PEV - Cemitério Itaquera,"Materiais recicláveis: metal, papel, plástico e vidro. R. Serra de São Domingos, 1597 - Vila Carmosina."
"-46,4359527","-23,5475554",326,PEV - Clube Escola José Bonifácio,"Materiais recicláveis: metal, papel, plástico e vidro. R. Ana Perena, 110 - Cohab 2  - Jardim Bonifacio."
"-46,3782907","-23,4850932",327,PEV - Casa de Futebol,"Materiais recicláveis: metal, papel, plástico e vidro. Av Mal. Tito X Rua Moises Alves Dos Santos."
"-46,4185553","-23,4979862",328,PEV - Clube Escola Curuçá,"Materiais recicláveis: metal, papel, plástico e vidro. R. Grapirá, 537 - Vila Curuca. "
"-46,4021087","-23,4941998",329,PEV - Estação de Trem ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Rafael Correia Da Silva."
"-46,4214689","-23,5150627",330,PEV - Flamingo ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Alexandre Dias Nogueira x Rua Ivan Budkaouvki."
"-46,4169145","-23,5100109",331,PEV - Mãe Preta,"Materiais recicláveis: metal, papel, plástico e vidro. Praça Mãe Preta x Avenida Fernando Figueiredo Lins."
"-46,389631","-23,5013234",332,PEV - Pesqueiro ,"Materiais recicláveis: metal, papel, plástico e vidro. Avenida Itamerendiba x Rua Caiuas - Jardim Camargo Novo. "
"-46,4226383","-23,5022507",333,PEV - Praça Jaguamitanga,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Pedro Meira - Vila Curuca."
"-46,645229","-23,6512654",334,PEV - Centro Cultural,"Materiais recicláveis: metal, papel, plástico e vidro. R. Arsênio Tavolieri, 45 - Jardim Oriental."
"-46,6375652","-23,6400851",335,PEV - Clube Escola Vila Guarani,"Materiais recicláveis: metal, papel, plástico e vidro. R. Lussanvira, 178 - Jabaquara."
"-46,6498946","-23,6532783",336,PEV - Jabaquara ,"Materiais recicláveis: metal, papel, plástico e vidro. R. Genaro de Carvalho - Vila Mira - Travessa com Jupatis."
"-46,6431283","-23,6463112",337,PEV - Metrô - Estação Jabaquara ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua dos Jequitibás - Jardim Oriental."
"-46,6621826","-23,646492",338,"PEV - Rua Tenente Américo Moretti, 26","Materiais recicláveis: metal, papel, plástico e vidro. Rua Tenente Américo Moretti, 26 - Vila Santa Catarina."
"-46,7699059","-23,683678",339,PEV - Base Do Jardim Angela - 37º Bpm,"Materiais recicláveis: metal, papel, plástico e vidro. Estrada do M'Boi Mirim, 4300 - Jardim São Manoel."
"-46,7436128","-23,6469754",340,PEV - Ceu Casa Blanca ,"Materiais recicláveis: metal, papel, plástico e vidro. R. João Damasceno, 85 - Vila das Belezas."
"-46,7629098","-23,6945239",341,PEV - Ceu Guarapiranga ,"Materiais recicláveis: metal, papel, plástico e vidro. Estr. da Baronesa, 1120 - Baronesa."
"-46,7415666","-23,7006271",342,PEV - Condomínio Riviera,"Materiais recicláveis: metal, papel, plástico e vidro. R. Durval Soares da Silva, 400 - Riviera Paulista."
"-46,44212","-23,509216",343,PEV - Cemitério da Saudade,"Materiais recicláveis: metal, papel, plástico e vidro.  Av. Píres do Rio, 2000 - São Miguel Paulista."
"-46,4672734","-23,4870631",344,PEV - Emef Caucásia ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Caucasica - s/n 05 Educacão."
"-46,4549981","-23,4879398",345,PEV - Parque Jacuí ,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Catléias, 911 - Jardim Nair."
"-46,4328975","-23,5149091",346,PEV - Posto De Saúde Vila Progresso,"Materiais recicláveis: metal, papel, plástico e vidro. R. Real Horto, 115 - Vila Progresso."
"-46,4514452","-23,4964248",347,PEV - Praça Adilson Aparecido Da Silva,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Tiago Ferreira - Vila Pedroso."
"-46,4562678","-23,5013529",348,PEV - Praça Albino Custódio,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Friande - Vila Jacui."
"-46,7086386","-23,6467935",349,PEV - Casa de Cultura de Santo Amaro/ Manoel Cardoso de Mendonça,"Materiais recicláveis: metal, papel, plástico e vidro. Praça Dr. Francisco Ferreira Lopes, 434 - Santo Amaro."
"-46,7095844","-23,654827",350,PEV - Cdm Joerg Bruder ,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Padre José Maria, 555 - Santo Amaro."
"-46,689704","-23,667534",351,PEV - Cemitério Campo Grande,"Materiais recicláveis: metal, papel, plástico e vidro.  Av. Nossa Sra. de Sabará, 1371 - Campo Grande."
"-46,7003175","-23,6536232",352,PEV - Cemitério Santo Amaro,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Engenheiro Tomás Whately - Santo Amaro."
"-46,7077525","-23,654101",353,PEV - Metro Largo Treze,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Padre José Maria, 526 - Santo Amaro."
"-46,6969783","-23,6427705",354,PEV - Praça Coronel Lisboa,"Materiais recicláveis: metal, papel, plástico e vidro. Praça Cel. Lisboa - Santo Amaro."
"-46,6941657","-23,6380261",355,PEV - Praça Giuseppe Ungaretti,"Materiais recicláveis: metal, papel, plástico e vidro. Praça Giuseppe Ungaretti - Santo Amaro."
"-46,473547","-23,6228238",356,PEV - 55º Dp Parque São Rafael,"Materiais recicláveis: metal, papel, plástico e vidro. R. Aldeia de Santo Inácio - Parque Sao Rafael."
"-46,5048243","-23,5943468",357,PEV - Alojamento Sm,"Materiais recicláveis: metal, papel, plástico e vidro.  R. Cachoeira do Campo."
"-46,4755844","-23,6122832",358,PEV - Praça Felisberto Fernandes da Silva,"Materiais recicláveis: metal, papel, plástico e vidro. Praça Felisberto Fernandes da Silva - Cidade São Mateus."
"-46,4410633","-23,6326507",359,PEV - Cei Santa Rita,"Materiais recicláveis: metal, papel, plástico e vidro. R. Dom Mateus de Abreu Pereira, 579 - Jardim Santo Andre."
"-46,4259267","-23,6101801",360,PEV - Ceu Alto Alegre,"Materiais recicláveis: metal, papel, plástico e vidro. Avenida Bento Guelfi, s/n - Jardim Alto Alegre."
"-46,4845819","-23,5995381",361,PEV - Cidade São Mateus (Cdc E Club Escola),"Materiais recicláveis: metal, papel, plástico e vidro. R. Dr. Áureliano da Silva Arruda, 559 - Cidade São Mateus."
"-46,4648455","-23,6165047",362,PEV - Parque Residencial Santa Bárbara,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Escorpião, 550 - Jardim Vila Carrão."
"-46,4636865","-23,6086813",363,PEV - Condomínio Residencial Recanto Árvores,"Materiais recicláveis: metal, papel, plástico e vidro. R. Antares, 15."
"-46,4714666","-23,6063092",364,PEV - Departamento De Obras Da Subprefeitura ,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Ragueb Chohfi, 822 - São Mateus."
"-46,6255367","-23,6038833",365,PEV - Praça José Augusto Velloso,"Materiais recicláveis: metal, papel, plástico e vidro. Avenida Dr.Ricardo de Jafet - Vila Gumercindo."
"-46,6610867","-23,602561",366,PEV - Praça Nossa Senhora Aparecida,"Materiais recicláveis: metal, papel, plástico e vidro. Praça Nossa Sra. Aparecida - Planalto Paulista"
"-46,6407221","-23,6068063",367,PEV - Praça Santa Rita de Cássia,"Materiais recicláveis: metal, papel, plástico e vidro. Av. Senador Casemiro Da Rocha X Rua Das Rosas - Praça Santa Rita de Cássia - Mirandópolis."
"-46,6576839","-23,5814223",368,PEV - Praça Túlio Fontoura,"Materiais recicláveis: metal, papel, plástico e vidro. Praça Túlio Fontoura - Paraíso."
"-46,6359032","-23,5754989",369,"PEV - Av. Armando Ferrentini, 520","Materiais recicláveis: metal, papel, plástico e vidro.  Av. Armando Ferrentini, 520 - Paraíso."
"-46,6396004","-23,598231",370,PEV - Rua Pedro de Toledo,"Materiais recicláveis: metal, papel, plástico e vidro. Rua Pedro de Toledo, 298."
"-46,6613827","-23,606154",371,PEV - Shopping Ibirapuera,"Materiais recicláveis: metal, papel, plástico e vidro. Alameda dos Jurupis, 831 - Moema."
"-46,637309","-23,599138",372,PEV - Shopping Metrô Santa Cruz,"Materiais recicláveis: metal, papel, plástico e vidro. R. Domingos de Morais, 2564 - Vila Mariana."
